Customer ID,Age,City,Total Spend,Items Purchased,Average Rating,Days Since Last Purchase,Gender_Female,Gender_Male,Membership Type_Bronze,Membership Type_Gold,Membership Type_Silver,Discount Applied_False,Discount Applied_True,Satisfaction Level_Neutral,Satisfaction Level_Satisfied,Satisfaction Level_Unsatisfied,spend_per_item,is_high_spender,engagement_index,log_total_spend
0.0,0.17647058823529416,0.8,0.639502388893897,0.5,0.8421052631578942,0.29629629629629634,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8727888376437622,1,0.4210526315789471,0.7665526903532429
0.0028653295128939775,0.47058823529411775,0.4,0.33327323537365905,0.2857142857142857,0.5789473684210522,0.16666666666666669,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.519260167400748,1,0.16541353383458635,0.49032009063300297
0.005730659025787955,1.0,0.0,0.09010186604164788,0.1428571428571428,0.21052631578947367,0.6111111111111112,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1141108159651274,0,0.030075187969924796,0.1663017819973165
0.008595988538681988,0.23529411764705888,1.0,0.9641215180744612,0.857142857142857,0.8947368421052628,0.055555555555555566,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9999999999999998,1,0.7669172932330823,0.9797086813351141
0.011461318051575966,0.05882352941176472,0.6000000000000001,0.27909492472730546,0.4285714285714285,0.5263157894736841,0.851851851851852,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.2592562321209644,0,0.225563909774436,0.4290785145820655
0.014326647564469944,0.6470588235294117,0.2,0.027044081853421054,0.0714285714285714,0.05263157894736836,0.24074074074074078,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.02432002906052766,0,0.0037593984962405957,0.05381657641066262
0.01719197707736392,0.2941176470588236,0.8,0.6669070585053637,0.5714285714285714,0.7894736842105261,0.3518518518518519,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8358534259637649,1,0.45112781954887204,0.7870269673394183
0.0200573065902579,0.5294117647058822,0.4,0.35166321103398535,0.3571428571428571,0.6315789473684208,0.0925925925925926,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4764588217581138,1,0.22556390977443597,0.5100413147275455
0.022922636103151876,0.8823529411764706,0.0,0.07612909041738031,0.2142857142857142,0.3157894736842104,0.5740740740740742,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.015312868097790755,0,0.06766917293233077,0.1427634486166216
0.025787965616045856,0.11764705882352944,1.0,0.9999999999999999,1.0,0.9473684210526314,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.906308988654718,1,0.9473684210526314,1.0
0.028653295128939833,0.3529411764705883,0.6000000000000001,0.251960695934373,0.2857142857142857,0.4210526315789471,0.462962962962963,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.34177904917586144,0,0.12030075187969917,0.3964608702120298
