Customer ID,Age,City,Total Spend,Items Purchased,Average Rating,Days Since Last Purchase,Gender_Female,Gender_Male,Membership Type_Bronze,Membership Type_Gold,Membership Type_Silver,Discount Applied_False,Discount Applied_True,Satisfaction Level_Neutral,Satisfaction Level_Satisfied,Satisfaction Level_Unsatisfied
0.0,0.17647058823529416,0.8,1120.2,0.5,0.8421052631578942,0.29629629629629634,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0028653295128939775,0.47058823529411775,0.4,780.5,0.2857142857142857,0.5789473684210522,0.16666666666666669,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0.005730659025787955,1.0,0.0,510.75,0.1428571428571428,0.21052631578947367,0.6111111111111112,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.008595988538681988,0.23529411764705888,1.0,1480.3,0.857142857142857,0.8947368421052628,0.055555555555555566,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.011461318051575966,0.05882352941176472,0.6000000000000001,720.4,0.4285714285714285,0.5263157894736841,0.851851851851852,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.014326647564469944,0.6470588235294117,0.2,440.8,0.0714285714285714,0.05263157894736836,0.24074074074074078,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.01719197707736392,0.2941176470588236,0.8,1150.6,0.5714285714285714,0.7894736842105261,0.3518518518518519,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0200573065902579,0.5294117647058822,0.4,800.9,0.3571428571428571,0.6315789473684208,0.0925925925925926,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0.022922636103151876,0.8823529411764706,0.0,495.25,0.2142857142857142,0.3157894736842104,0.5740740740740742,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.025787965616045856,0.11764705882352944,1.0,1520.1,1.0,0.9473684210526314,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.028653295128939833,0.3529411764705883,0.6000000000000001,690.3,0.2857142857142857,0.4210526315789471,0.462962962962963,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.03151862464183381,0.5882352941176472,0.2,470.5,0.0,0.10526315789473695,0.20370370370370375,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.03438395415472779,0.23529411764705888,0.8,1200.8,0.6428571428571428,0.6842105263157894,0.22222222222222224,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0.03724928366762182,0.41176470588235303,0.4,820.75,0.4285714285714285,0.736842105263158,0.11111111111111116,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0.0401146131805158,0.9411764705882355,0.0,530.4,0.1428571428571428,0.26315789473684204,0.5370370370370372,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.042979942693409774,0.17647058823529416,1.0,1360.2,0.7857142857142856,1.0,0.03703703703703704,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.04584527220630375,0.0,0.6000000000000001,700.6,0.3571428571428571,0.368421052631579,0.7222222222222223,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.048710601719197735,0.7058823529411766,0.2,450.9,0.0714285714285714,0.0,0.29629629629629634,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.05157593123209171,0.3529411764705883,0.8,1170.3,0.5,0.8947368421052628,0.3703703703703704,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0.05444126074498569,0.47058823529411775,0.4,790.2,0.2857142857142857,0.5263157894736841,0.12962962962962965,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0.05730659025787967,1.0,0.0,505.75,0.2142857142857142,0.1578947368421051,0.5925925925925927,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.060171919770773644,0.23529411764705888,1.0,1470.5,0.9285714285714284,0.9473684210526314,0.07407407407407408,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.06303724928366762,0.05882352941176472,0.6000000000000001,710.4,0.4285714285714285,0.5789473684210522,0.8333333333333336,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.06590257879656165,0.6470588235294117,0.2,430.8,0.0,0.21052631578947367,0.25925925925925936,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.06876790830945563,0.2941176470588236,0.8,1140.6,0.5714285714285714,0.8421052631578942,0.3333333333333334,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0.07163323782234961,0.5294117647058822,0.4,810.9,0.3571428571428571,0.6842105263157894,0.07407407407407408,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0.07449856733524358,0.8823529411764706,0.0,485.25,0.1428571428571428,0.3157894736842104,0.5555555555555557,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
